,name,text,created_at
10,船橋利実,"ありがとうございます‼️頑張ります👊✨
#ふなはしとしみつ
#船橋利実 
#北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区 
#札幌市南区… https://t.co/b6nMNB86u5",2021-10-24 09:39:44+00:00
11,船橋利実,"おはようございます😃
澄川団地前にて街頭演説⛵️小須田市議と共に爽やかに挨拶をさせていただきます！
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#小須田大拓 #北海道… https://t.co/j0fncYOnzn",2021-10-24 09:23:19+00:00
12,船橋利実,"本日13～14時、女性の集いを開催！
北海道を代表するお二人のお話を聞いてみませんか？船橋は、後半に登場予定です‼️
#ふなはしとしみつ
#船橋利実 
#北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021… https://t.co/X2IDQJyUuV",2021-10-24 08:39:09+00:00
13,船橋利実,"本日13時～公明党街頭演説会に参加します！！
#ふなはしとしみつ
#船橋利実 
#北海道1区 #自民党 #公明党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区… https://t.co/RMSuJdCp7M",2021-10-24 08:36:32+00:00
14,船橋利実,"(選対staff投稿)
日本医師連盟 参与 橋本様、前北海道医師会 会長 長瀬様が選挙事務所へ来訪され、激励していただきました！
お忙しい中、ありがとうございます。
#ふなはしとしみつ
#船橋利実 
#北海道1区 #自民党… https://t.co/2OpVa82S6o",2021-10-24 08:34:02+00:00
15,船橋利実,"おはようございます😃
最初で最後の日曜日！
皆さまに、声を届けられるよう全力で頑張るます❗️
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#選挙に行こう #期日前投票… https://t.co/aeq3VyM6Nx",2021-10-24 07:33:51+00:00
16,船橋利実,"RT @Sankei_news: 中露１０隻、大隅海峡も通過　日本列島を一周
https://t.co/GqBB9gLY1U

防衛省が、中露の艦艇が同時に大隅海峡を通過するのを確認したのは初めて。",2021-10-24 00:02:48+00:00
17,船橋利実,"RT @jimin_koho: #ivoted2021 のモーメントをつくりました。ぜひ見てください🐶🐱✨
https://t.co/kZ55g5qT7y",2021-10-24 00:00:05+00:00
18,船橋利実,"ありがとうございます。頑張ります‼️
#船橋利実 
#北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
 #北海道 #札幌市  
#札幌市中央区 #札幌市南区 #札幌市西区 #札幌市北区 https://t.co/4Tb46zKUe4",2021-10-23 23:58:15+00:00
19,船橋利実,RT @je8kgh: #船橋利実　#北海道1区 https://t.co/FjE0Qc1b8G,2021-10-23 23:56:37+00:00
20,船橋利実,"RT @doryokuryoukou: @t_funahashi1020 #北海道１区 #船橋利実
学生さんに人気がある船橋利実さん♪",2021-10-23 23:56:01+00:00
21,船橋利実,"今日のまとめ
Facebookみてね😉
https://t.co/fS3ok9e8Y6
#鈴木直道 #岩本剛人 #船橋利実 
#北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#和田敬友… https://t.co/tfaoBL8EJy",2021-10-23 23:40:17+00:00
22,船橋利実,"遊説終わり事務所報告
今日の雨は、雨男の仕業⁉️檜垣先生は、#投票してキュン を商店街で連発してくれました❗最後の〆は丸岩先生のキュン‼️皆さまお疲れ様でした😊
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す… https://t.co/PhbiWfbmPZ",2021-10-23 22:48:19+00:00
23,船橋利実,https://t.co/dPIypqFXhP,2021-10-23 19:13:13+00:00
24,船橋利実,"狸小路商店街にて街頭演説⛵️投票してキュンしましょう！若者から爆笑🤣
よろしくお願いします❗️
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#檜垣尚子 #細川正人… https://t.co/UcRoEUfH4Q",2021-10-23 18:59:08+00:00
25,船橋利実,"【告知】こちらで、北海道を代表する女性二人のお話聞いてみませんか？お気軽にお立ち寄り下さい⛵️
10/24（日）13時〜14時
札幌グランドホテル別館2階　グランドホール
#橋本聖子 #高橋はるみ #船橋利実 #北海道1区… https://t.co/WFB2PQUIOT",2021-10-23 18:46:18+00:00
26,船橋利実,"【告知】明日10/24公明党街頭演説に参加させて頂きます⛵️皆さま、ぜひ、お越しください😊
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#佐藤英道 #北海道 #札幌市… https://t.co/AFzoRJSyQJ",2021-10-23 17:41:23+00:00
27,船橋利実,"今日から、毎日が投票日‼️
さっぽろ自民党さんが、作成してくれました。感謝✨
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#選挙に行こう #期日前投票
#北海道 #札幌市… https://t.co/GRkVQdTTPz",2021-10-23 17:38:27+00:00
28,船橋利実,"札幌駅前から狸小路商店街に向けて歩いています⛵️見かけたら気軽に声かけください😊スタッフと旗を持って歩いています！
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道… https://t.co/WOkW2VGppJ",2021-10-23 16:55:52+00:00
29,船橋利実,"本日の朝街頭演説⛵️
鈴木直道知事との街頭演説の模様をYoutube にて公開致しました。
ぜひ、ご覧ください❗️
https://t.co/0hP8yUtyMc

#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す… https://t.co/QjcBls7FUY",2021-10-23 16:07:27+00:00
30,船橋利実,"ありがとうございます😊
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区 #札幌市南区 #札幌市西区 #札幌市北区 https://t.co/4Tb46zKUe4",2021-10-23 15:40:14+00:00
31,船橋利実,RT @konotarogomame: 過去形にしない。,2021-10-23 15:39:06+00:00
32,船橋利実,"北海道1区〜5区の候補者が集まり合同演説会⛵️その模様をYouTube にて公開中！ぜひご覧ください😊
https://t.co/4Ylii79XZC
#岸田文雄  #船橋利実 #高橋祐介 #高木ひろひさ #中村裕之 #和田義明… https://t.co/xM1UuUSPDJ",2021-10-23 14:52:16+00:00
33,船橋利実,"札幌ファクトリー前にて街頭演説⛵️
手を振ってくださった方々、ありがとうございました😊
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区… https://t.co/0IIIDa6llR",2021-10-23 14:36:32+00:00
34,船橋利実,"【告知】本日、狸小路商店街1丁目から徒歩遊説を行います⛵️お近くへお立ち寄りの際はお声がけください😊
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市… https://t.co/QbdcXugoMp",2021-10-23 14:29:57+00:00
35,船橋利実,"赤レンガテラス前にて街頭演説⛵️
引き続き岩本剛人参議院議員と一緒に！声をかけてくださった方も多く、とても嬉しかったです♪
#岩本剛人 #船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021… https://t.co/3GEMIiBJxN",2021-10-23 13:00:19+00:00
36,船橋利実,"桑園イオン前にて街頭演説⛵️
岩本剛人参議院議員が駆けつけてくれました！手を振ってくれた方々、ありがとうございました😊
#岩本剛人 #船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021… https://t.co/rAdgwB4ZXG",2021-10-23 12:08:01+00:00
37,船橋利実,"RT @ywada_hokkaido5: 本日の #新篠津村 での街頭演説。いま課題となっている #コメ価格 の下落については、まだ宿題を果たせていません。コメを安心して作っていただける環境を政府が提供しなければ、日本人の胃袋を満たすことはできません。
#和田よしあき
#北海道…",2021-10-23 11:40:02+00:00
38,船橋利実,"鈴木知事、和田道議、飯島市議、手を振ってくれた皆様、ありがとうございました😊

#鈴木直道 #船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#和田敬友 #飯島弘之 #北海道… https://t.co/Bz4fbKgmAA",2021-10-23 09:46:10+00:00
39,船橋利実,"おはようございます！マンボウ前にて街頭演説⛵️鈴木知事が朝から来てくれました！和田道議、飯島市議も一緒に😊
#鈴木直道 #船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021… https://t.co/hasMYK0kPD",2021-10-23 08:48:31+00:00
40,船橋利実,"RT @t_funahashi1020: 真駒内駅前にて⛵️
皆さまに少しでも声が届くように頑張ります❗️
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区 #札幌市南区 #札幌市西区…",2021-10-23 06:07:31+00:00
41,船橋利実,"RT @t_funahashi1020: 10/22(金)午後、活動まとめ。
Facebookみてね😉
#岸田文雄
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021
https://t.co/9ynF2vFsK9 https:…",2021-10-23 06:07:00+00:00
42,船橋利実,"RT @t_funahashi1020: 政策の柱【つなぐ】
みんなが安心できる社会を目指します！
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021
#期日前投票 #選挙へ行こう
#北海道 #札幌市  #札幌市中央区 #札幌市…",2021-10-23 06:06:54+00:00
43,船橋利実,"政策の柱【つなぐ】
みんなが安心できる社会を目指します！
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021
#期日前投票 #選挙へ行こう
#北海道 #札幌市  #札幌市中央区… https://t.co/Zwq9q2XwHg",2021-10-23 00:52:16+00:00
44,船橋利実,"10/22(金)午後、活動まとめ。
Facebookみてね😉
#岸田文雄
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021
https://t.co/9ynF2vFsK9 https://t.co/hODzyVyMz8",2021-10-23 00:51:25+00:00
45,船橋利実,"真駒内駅前にて⛵️
皆さまに少しでも声が届くように頑張ります❗️
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区 #札幌市南区… https://t.co/tD4OHGInq3",2021-10-22 19:19:05+00:00
46,船橋利実,"真駒内曙団地にて街頭演説⛵️
気づいたら辺りが真っ暗でした。
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区 #札幌市南区 #札幌市西区… https://t.co/j24rCUOaX7",2021-10-22 18:53:50+00:00
47,船橋利実,"岸田文雄総裁、集まってくださった方々、お忙しい中ありがとうございました！
#岸田文雄 #船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区… https://t.co/0cir4ccYn8",2021-10-22 15:57:16+00:00
48,船橋利実,"合同街頭演説会⛵️岸田総裁の力強い激励を受けました！北海道、そして日本のためにも残り短い選挙期間ですが全力で取り組んで参ります❗️ご支援を宜しくお願い致します❗️
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す… https://t.co/R1YqeeBmLM",2021-10-22 14:49:10+00:00
49,船橋利実,"この後すぐです！皆さま、宜しくお願い致します⛵️
#岸田文雄 #船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区 #札幌市南区 #札幌市西区… https://t.co/1RcLXiNTCY",2021-10-22 13:43:15+00:00
50,船橋利実,"鉄工団地にて、北海道4区・中村裕之候補と合同街頭演説⛵️同じ自民党候補として頑張りますのでよろしくお願い致します❗️
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021… https://t.co/zWL6nRtHKY",2021-10-22 13:16:18+00:00
51,船橋利実,RT @jointstaffpa: 昨日、太平洋、東シナ海、日本海及びオホーツク海において、領空侵犯のおそれがあったため、中部航空方面隊等の戦闘機が緊急発進し、対応しました。防衛省・自衛隊は、引き続き、我が国の領域と国民の皆様の平和な暮らしを守るため、２４時間３６５日、対応に万…,2021-10-22 12:32:03+00:00
52,船橋利実,"現在天気は晴れですが、風は冷たいため、暖かくしてお越しください。
よろしくお願い致します⛵️
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市… https://t.co/wPcTC4Avxg",2021-10-22 10:05:00+00:00
53,船橋利実,"重点政策【せめる】ご紹介します。
詳しくはこちらへ→https://t.co/i4pQPLQmJV
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021
#期日前投票 #選挙へ行こう… https://t.co/IJLZ1zTrUN",2021-10-22 08:46:28+00:00
54,船橋利実,"RT @konotarogomame: 河野太郎ポスターチャレンジ。
街中で河野太郎のポスターを見かけたら、ぜひ、景色の中で写真を撮って、ハッシュタグ #河野太郎ポスター をつけてツイートしてください。
毎日、一つ、リツイートします。",2021-10-22 08:38:13+00:00
55,船橋利実,"おはようございます😃地下鉄発寒南駅前にて加藤道議と一緒に街頭活動⛵️今日も1日がんばります❗️
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#かとう貴弘 #北海道… https://t.co/tYdjSVjS2P",2021-10-22 07:33:23+00:00
56,船橋利実,"RT @t_funahashi1020: 札幌市内、期日前投票所。
今日から、毎日が投票日です❗
https://t.co/OPwuj6CUuj
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021
#投票に行こう #期日前投票…",2021-10-21 23:33:42+00:00
57,船橋利実,"RT @_SuzukiTakako_: 【事実に基づき有権者の皆様には判断して頂きたい】

紙面を読んでの疑問。
立憲&amp;共産統一候補に問いたい、その増えた予算は誰の働きか？

与党が賛成票を投じ、本会議において可決成立したはず。

立憲&amp;共産党は予算案には「反対」したはず。…",2021-10-21 21:03:17+00:00
58,船橋利実,"明日！岸田総裁札幌へ！！
#岸田文雄
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021
#期日前投票 #選挙へ行こう
#北海道 #札幌市  #札幌市中央区 #札幌市南区… https://t.co/ypdkse1Pv7",2021-10-21 20:16:37+00:00
59,船橋利実,"学生さんのお話を聞きながら😆
学校が始まり少しずつ街にも出てきているようで、ワクチン接種の促進の結果を知れて嬉しかったです！
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021… https://t.co/dgKynFH5hz",2021-10-21 19:06:23+00:00
60,船橋利実,"中央区狸小路商店街を歩いてきました⛵️学校帰りの学生さんと1枚！
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区 #札幌市南区… https://t.co/3S6uuZSH0W",2021-10-21 17:49:36+00:00
61,船橋利実,"RT @meti_chusho: 【補助事業の公募開始について】
令和2年度第3次補正予算事業承継・引継ぎ補助事業(事業承継トライアル)の三次公募が開始されました。本補助金は、社外の第三者である後継候補者に対して後継者教育を行おうとする企業を募集します。
詳しくは以下の事業概要…",2021-10-21 16:00:16+00:00
62,船橋利実,"RT @usum_comomo: ラッキーには行けなかったけど、遊説車とすれ違ったよ！
🙋手振ったよ〜✋
お返事してくれた！
……福井にて。",2021-10-21 15:57:54+00:00
63,船橋利実,"ラッキー山の手店にて街頭演説⛵️
飯島市議とこれからも西区を一緒に盛り上げていきたいと思います！今日はありがとうございました😊
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021… https://t.co/ndKfJGSLJE",2021-10-21 15:10:42+00:00
64,船橋利実,"午前最後にマルヤマクラス前にて街頭演説⛵️雨が上がりました❗️細川市議一緒にありがとうございました😊
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#細川正人 #北海道… https://t.co/0CjTh3VtbF",2021-10-21 12:59:39+00:00
65,船橋利実,"札幌パークホテル前にて街頭演説⛵️
てを振ってくださった方々、ありがとうございました😊
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区… https://t.co/cMop98sOzA",2021-10-21 12:33:41+00:00
66,船橋利実,"おはようございます😃街頭演説からスタート⛵️自衛隊北部方面総監部前にて細川市議と一緒に。
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#細川正人 #北海道 #札幌市… https://t.co/9PQgHPV7CY",2021-10-21 08:21:28+00:00
67,船橋利実,"RT @t_funahashi1020: 経済センタービル前（北1条西2丁目）にて街頭演説⛵️
高橋はるみ参議院議員が駆けつけてくれました😊
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中…",2021-10-21 05:06:22+00:00
68,船橋利実,"RT @t_funahashi1020: 事務所でお昼ご飯をしっかり食べて、午後からも頑張りますます⛵️
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区 #札幌市南区 #札幌市西区 #…",2021-10-21 05:06:09+00:00
69,船橋利実,"RT @t_funahashi1020: JA北農ビル（北4条西1丁目）にて街頭演説⛵️
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区 #札幌市南区 #札幌市西区 #札幌市北区 ht…",2021-10-21 05:05:53+00:00
70,船橋利実,"RT @t_funahashi1020: 移動しました⛵️
北4条西7丁目水産ビル前にて❗️
たくさんの方々が集まってくださいました😊
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区…",2021-10-21 05:05:26+00:00
71,船橋利実,"RT @t_funahashi1020: 少しだけ駆け足で移動❗️
北1条西7丁目にて街頭演説⛵️
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区 #札幌市南区 #札幌市西区 #札幌市北区 https://t.co/zn…",2021-10-21 05:05:13+00:00
72,船橋利実,"RT @tsuruhayoshiko: 今朝は、北海道1区 船橋利実議員の事務所朝礼ご挨拶でスタート。
道連総務会長 千葉英守道議と
船橋議員の奥様と。
本日も全力で！

#鶴羽佳子 #つる羽よしこ 
#比例代表 #自民党
#船橋利実 #北海道1区

#衆院選2021 #総選挙…",2021-10-20 23:39:40+00:00
73,船橋利実,"札幌は雨☔
寒い中、応援に駆けつけてくれた皆さま、スタッフありがとう😉👍️🎶明日も頑張ります❗
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021
#期日前投票 #期日前投票… https://t.co/f5cbTiCyFG",2021-10-20 23:30:47+00:00
74,船橋利実,"ありがとうございました！
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区 #札幌市南区 #札幌市西区 #札幌市北区 https://t.co/o0Fmphutcz",2021-10-20 21:42:09+00:00
75,船橋利実,"選対本部にて北見市常呂後援会より、大漁旗を頂きました⛵️とても立派です！明日も気合を入れて頑張ります❗️
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市… https://t.co/oEeZKPH4Gp",2021-10-20 20:35:54+00:00
76,船橋利実,"今井絵理子参議院と街頭演説⛵️
雨の中、皆さまありがとうございます😊
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区 #札幌市南区… https://t.co/unbO7fbpkl",2021-10-20 19:09:13+00:00
77,船橋利実,"地下鉄西28丁目駅前にて街頭演説⛵️
檜垣道議・鶴羽候補と一緒に😊
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#檜垣尚子 #鶴羽佳子 #北海道 #札幌市… https://t.co/LVf8ucTNeL",2021-10-20 19:05:58+00:00
78,船橋利実,RT @jointstaffpa: 本日(20日)11時43分頃に発生した阿蘇山の噴火に伴い、#陸上自衛隊 #西部方面ヘリコプター隊 がＵＨ－１ヘリコプターにより上空から被害情報の収集を行っています。添付は、阿蘇山南側から阿蘇山の状況を撮影した動画映像からの静止画像です。 ht…,2021-10-20 16:22:42+00:00
79,船橋利実,"RT @Kantei_Saigai: 【噴火情報】
本日午後に行われた松野官房長官会見の動画とテキストを掲載しました。
https://t.co/Egt4xzNvNG",2021-10-20 16:22:34+00:00
80,船橋利実,"RT @Ns3NwAfi4uD0N0G: @t_funahashi1020 応援してます
頑張ってください！",2021-10-20 16:20:55+00:00
81,船橋利実,"飲食店の皆さま、ご確認下さい！
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021
#期日前投票 #期日前投票
#北海道 #札幌市  #札幌市中央区 #札幌市南区 #札幌市西区… https://t.co/5jefUMLB5E",2021-10-20 14:47:11+00:00
82,船橋利実,"選対本部にて、北海道医師連盟より推薦状、為書きをいただきました⛵️
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区 #札幌市南区… https://t.co/ULbUwZnytO",2021-10-20 13:08:12+00:00
83,船橋利実,"選対本部にてモグモグタイム⛵️
あったかいものを食べて頑張ります！
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#北海道 #札幌市  #札幌市中央区 #札幌市南区… https://t.co/iMuLNlAxyz",2021-10-20 13:07:20+00:00
84,船橋利実,RT @jointstaffpa: 昨日、東シナ海、日本海及びオホーツク海において、領空侵犯のおそれがあったため、空自南西航空方面隊等の戦闘機が緊急発進し、対応しました。防衛省・自衛隊は、引き続き、我が国の領域と国民の皆様の平和な暮らしを守るため、２４時間３６５日、対応に万全を…,2021-10-20 12:52:12+00:00
85,船橋利実,"RT @doryokuryoukou: @t_funahashi1020 
#北海道1区　#船橋利実　#成田山　#新栄寺　
#成田山札幌別院新栄寺
先程船橋利実選対事務所に寄ってから成田山札幌別院新栄寺にて「船橋利実小選挙区勝利」「自民党完全勝利」の必勝祈願参拝をしてきました！！",2021-10-20 12:03:26+00:00
86,船橋利実,RT @CAO_BOUSAI: 【噴火速報】20日11時43分頃、阿蘇山で噴火が発生しました。周辺にいる方は、ただちに身を守る行動をとってください。,2021-10-20 11:57:20+00:00
87,船橋利実,"RT @Kantei_Saigai: 【噴火速報】
＜阿蘇山で噴火が発生＞
発表日時 20日11時44分
対象火山：阿蘇山",2021-10-20 11:57:08+00:00
88,船橋利実,"本日、14時〜
きたる！今井絵理子参議院議員⛵️
お天気は雨☔気温も低いので、暖かい服装で、お越し下さい。(staff)
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021… https://t.co/lYJR5dlUQe",2021-10-20 11:55:55+00:00
89,船橋利実,"札幌市内、期日前投票所。
今日から、毎日が投票日です❗
https://t.co/OPwuj6CUuj
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021
#投票に行こう… https://t.co/vsf4caSOgk",2021-10-20 09:45:52+00:00
90,船橋利実,"遅くなりましたが、10/10、政経セミナーダイジェストをYouTubeで公開
ご覧ください！
https://t.co/yETgFuDhxJ
#麻生太郎 #河野太郎
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す… https://t.co/MAbsrqNSuN",2021-10-20 09:20:54+00:00
91,船橋利実,"RT @Sapporo_PRD: 集団接種会場の「当日の電話予約受付」について、本日(20日)の予約枠を公開しました。
・受付時間：9時～11時
・接種時間：14時～
・申込方法:050-3684-9238(接種予約センター)
○予約枠
・札幌コンベンションセンター：210
・…",2021-10-20 09:03:38+00:00
92,船橋利実,"三神英彦市議事務所前にて⛵️
#船橋利実 #北海道1区 #自民党
#命を守り暮らしを取り戻す 
#衆院選2021 #総選挙2021 
#三神英彦 #北海道 #札幌市  #札幌市中央区 #札幌市南区 #札幌市西区 #札幌市北区 https://t.co/D1iI3kDyac",2021-10-20 08:40:46+00:00
